pos.TSS	pos.TES	nb.TSS	nb.TES	RNA-seq	coverage
Pa_5_9290.G	NA	NA	NA	NA	NA	NA
Pa_5_9300.G	3831362;3831359;3831359;3831348	3833536;3833534;3833536;3833514	3	3	SRR3197701;SRR3197705;SRR3197708;SRR3197710	100
Pa_5_9310.G	NA	NA	NA	NA	NA	NA
Pa_5_9320.G	3842070	3844648	1	1	ERR2224051	250
Pa_5_9325.G	3846804	3845801	1	1	SRR6960207	10
Pa_5_9330.G	NA	NA	NA	NA	NA	NA
Pa_5_9340.G	NA	NA	NA	NA	NA	NA
Pa_5_9350.G	NA	NA	NA	NA	NA	NA
Pa_5_9360.G	3854454	3857249	1	1	ERR2224048	100
Pa_5_9370.G	3857701	3864165	1	1	SRR3197705	10
Pa_5_9390.G	NA	NA	NA	NA	NA	NA
Pa_5_9400.G	3871252;3871164	3868904;3868794	2	2	SRR6960214;SRR6960215	75
Pa_5_9410.G	3871131;3871035;3871156	3874308;3874279;3874341	3	3	SRR3197700;SRR3197701;SRR3197710	10
Pa_5_9500.G	3876827	3874534	1	1	SRR3197710	50
Pa_5_9420.G	3880164	3877336	1	1	ERR2224051	100
Pa_5_9430.G	NA	NA	NA	NA	NA	NA
Pa_5_9440.G	NA	NA	NA	NA	NA	NA
Pa_5_9450.G	3884275;3884253;3884302;3884459	3885378;3885378;3885381;3885380	4	3	SRR3197704;SRR3197705;SRR3197708;SRR3197709	10
Pa_5_9460.G	3886751;3886759;3886775	3885410;3885407;3885408	3	3	SRR3197705;SRR3197708;SRR3197709	250
Pa_5_9510.G	3887302;3887283;3887267;3887297	3889599;3889599;3889599;3889174	4	2	SRR3197700;SRR3197701;SRR3197702;SRR3197704	50
Pa_5_9520.G	NA	NA	NA	NA	NA	NA
Pa_5_9470.G	NA	NA	NA	NA	NA	NA
Pa_5_9480.G	3897618	3893710	1	1	ERR2224051	100
Pa_5_9540.G	3898027;3897964;3898030;3898006;3898006;3898011;3898021	3899060;3899275;3899113;3899113;3899149;3899084;3899113	6	5	ERR2224048;ERR2224050;SRR3197700;SRR3197701;SRR3197704;SRR6960209;SRR6960221	250
Pa_5_9545.G	NA	NA	NA	NA	NA	NA
Pa_5_9550.G	3901867	3903493	1	1	ERR2224051	75
Pa_5_9570.G	3903913;3904031;3904031;3904031;3903930;3904031;3904031;3904031	3905687;3905643;3905643;3905643;3905643;3905643;3905643;3905643	3	2	SRR3197710;SRR6960207;SRR6960209;SRR6960213;SRR6960214;SRR6960218;SRR6960219;SRR6960221	1000
Pa_5_9580.G	3908135;3908192	3911176;3911175	2	2	SRR6960213;SRR6960218	250
Pa_5_9590.G	3911541;3911577;3911569	3913237;3913191;3913267	3	3	SRR3197710;SRR6960217;SRR6960222	50
Pa_5_9600.G	3914425;3914409;3914392;3914415;3914450	3916494;3916504;3916552;3916534;3916545	5	5	ERR2224050;SRR3197705;SRR6960207;SRR6960213;SRR6960218	100
Pa_5_9610.G	NA	NA	NA	NA	NA	NA
Pa_5_9620.G	NA	NA	NA	NA	NA	NA
Pa_5_9630.G	3923223	3919111	1	1	ERR2224051	100
Pa_5_9640.G	3927660	3925087	1	1	SRR6960207	500
Pa_5_9650.G	NA	NA	NA	NA	NA	NA
Pa_5_9660.G	3935528;3935451;3935475	3934179;3934181;3934175	3	3	ERR2224050;SRR3197705;SRR3197709	1000
Pa_5_9670.G	3938137	3936186	1	1	ERR2224050	500
Pa_5_9680.G	3938289;3938277	3939225;3940661	2	2	ERR2224050;ERR2224051	75
Pa_5_9690.G	3940891	3942530	1	1	ERR2224051	100
Pa_5_9700.G	3949799	3953803	1	1	SRR6960212	100
Pa_5_9710.G	3956508	3953707	1	1	ERR2224050	100
Pa_5_9715.G	NA	NA	NA	NA	NA	NA
Pa_5_9720.G	3961961	3966305	1	1	ERR2224050	100
Pa_5_9725.G	NA	NA	NA	NA	NA	NA
Pa_5_9730.G	3971309	3970659	1	1	ERR2224051	1000
Pa_5_9740.G	3973955	3971580	1	1	SRR3197704	100
Pa_5_9750.G	3975558;3975629;3975625;3975623;3975613	3974546;3974522;3974598;3974591;3974529	5	5	SRR6960207;SRR6960212;SRR6960213;SRR6960215;SRR6960218	100
Pa_5_9755.G	NA	NA	NA	NA	NA	NA
Pa_5_9759.G	3981857	3982641	1	1	ERR2224048	100
Pa_5_9762.G	NA	NA	NA	NA	NA	NA
Pa_5_9765.G	NA	NA	NA	NA	NA	NA
Pa_5_9770.G	NA	NA	NA	NA	NA	NA
Pa_5_9780.G	3992865	3991143	1	1	ERR2224051	25
Pa_5_9790.G	3994080	3995421	1	1	ERR2224048	50
Pa_5_9800.G	3995474	3996943	1	1	ERR2224051	250
Pa_5_9810.G	3996992	3997671	1	1	SRR3197709	25
Pa_5_9820.G	3998204	4000355	1	1	SRR6960209	100
Pa_5_9830.G	NA	NA	NA	NA	NA	NA
Pa_5_9840.G	4003793	4005868	1	1	ERR2224051	100
Pa_5_9845.G	NA	NA	NA	NA	NA	NA
Pa_5_9850.G	4007608	4008689	1	1	ERR2224048	10
Pa_5_9852.G	NA	NA	NA	NA	NA	NA
Pa_5_9854.G	NA	NA	NA	NA	NA	NA
Pa_5_9855.G	NA	NA	NA	NA	NA	NA
Pa_5_9856.G	NA	NA	NA	NA	NA	NA
Pa_5_9860.G	4017656	4019904	1	1	SRR3197710	2500
Pa_5_9870.G	4022354	4020129	1	1	ERR2224050	75
Pa_5_9880.G	NA	NA	NA	NA	NA	NA
Pa_5_9890.G	NA	NA	NA	NA	NA	NA
Pa_5_9895.G	NA	NA	NA	NA	NA	NA
Pa_5_9900.G	4039506	4037055	1	1	ERR2224051	750
Pa_5_9905.G	NA	NA	NA	NA	NA	NA
Pa_5_9910.G	4049357	4047114	1	1	SRR3197709	500
Pa_5_9920.G	4055562;4055561;4055560;4055538	4053712;4053723;4053723;4053698	4	3	SRR3197710;SRR6960208;SRR6960220;SRR6960225	10
Pa_5_9930.G	4062175	4056501	1	1	ERR2224051	75
Pa_5_9940.G	4062424;4062450	4063312;4063312	2	1	SRR6960213;SRR6960219	750
Pa_5_9950.G	4064078	4066286	1	1	ERR2224049	50
Pa_5_9960.G	NA	NA	NA	NA	NA	NA
Pa_5_9965.G	NA	NA	NA	NA	NA	NA
Pa_5_9970.G	NA	NA	NA	NA	NA	NA
Pa_5_9975.G	NA	NA	NA	NA	NA	NA
Pa_5_9980.G	4078274	4076998	1	1	SRR6960223	250
Pa_5_9990.G	4079521;4079485	4080985;4080974	2	2	SRR3197704;SRR3197708	10
Pa_5_10000.G	NA	NA	NA	NA	NA	NA
Pa_5_10010.G	NA	NA	NA	NA	NA	NA
Pa_5_10020.G	NA	NA	NA	NA	NA	NA
Pa_5_10030.G	NA	NA	NA	NA	NA	NA
Pa_5_10035.G	4091246	4089875	1	1	SRR3197701	50
Pa_5_10040.G	4096821	4091741	1	1	ERR2224046	25
Pa_5_10050.G	4097071	4097769	1	1	ERR2224050	1000
Pa_5_10060.G	4103965	4098633	1	1	ERR2224051	250
Pa_5_10070.G	4105876;4105838	4109667;4109794	2	2	SRR6960217;SRR6960219	25
Pa_5_10080.G	NA	NA	NA	NA	NA	NA
Pa_5_10082.G	NA	NA	NA	NA	NA	NA
Pa_5_10090.G	4116879;4116981;4116827;4116979	4118396;4118454;4118468;4118458	4	4	SRR6960209;SRR6960217;SRR6960219;SRR6960222	75
Pa_5_10100.G	NA	NA	NA	NA	NA	NA
Pa_5_10110.G	4128886	4129560	1	1	ERR2224048	2500
Pa_5_10116.G	NA	NA	NA	NA	NA	NA
Pa_5_10118.G	4145032;4145525	4147537;4147517	2	2	SRR6960217;SRR6960222	10
Pa_5_10120.G	4148262;4148234	4149757;4149760	2	2	SRR6960209;SRR6960219	75
Pa_5_10125.G	NA	NA	NA	NA	NA	NA
Pa_5_10130.G	NA	NA	NA	NA	NA	NA
Pa_5_10133.G	NA	NA	NA	NA	NA	NA
Pa_5_10134.G	NA	NA	NA	NA	NA	NA
Pa_5_10160.G	4157989	4156813	1	1	SRR3197711	75
Pa_5_10170.G	NA	NA	NA	NA	NA	NA
Pa_5_10180.G	4162748	4163566	1	1	SRR6960217	10
Pa_5_10190.G	4168805;4168631	4166456;4166565	2	2	SRR6960216;SRR6960222	10
Pa_5_10200.G	4170505	4168660	1	1	ERR2224050	50
Pa_5_10210.G	NA	NA	NA	NA	NA	NA
Pa_5_10215.G	NA	NA	NA	NA	NA	NA
Pa_5_10220.G	NA	NA	NA	NA	NA	NA
Pa_5_10230.G	NA	NA	NA	NA	NA	NA
Pa_5_11665.G	NA	NA	NA	NA	NA	NA
Pa_5_11660.G	NA	NA	NA	NA	NA	NA
Pa_5_11650.G	4214783	4215822	1	1	ERR2224050	750
Pa_5_11640.G	NA	NA	NA	NA	NA	NA
Pa_5_11630.G	NA	NA	NA	NA	NA	NA
Pa_5_11620.G	4223743	4225343	1	1	SRR6960216	25
Pa_5_11610.G	4226318;4225911	4228252;4228337	2	2	SRR3197709;SRR6960214	50
Pa_5_11600.G	NA	NA	NA	NA	NA	NA
Pa_5_11590.G	4233885;4233903;4233939;4233863;4233937;4233841;4233826;4233827;4233824;4233874;4233793;4233786	4230041;4229959;4229917;4229959;4229959;4229913;4229957;4229956;4229960;4229950;4229922;4229976	12	10	ERR2224046;ERR2224047;ERR2224048;ERR2224050;ERR2224051;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR6960217;SRR6960219	100
Pa_5_11580.G	4234606	4237818	1	1	SRR6960219	75
Pa_5_11570.G	4237955	4239335	1	1	SRR3197711	100
Pa_5_11560.G	4242951;4242952;4242948	4240763;4240763;4240763	3	1	SRR6960209;SRR6960219;SRR6960221	1000
Pa_5_11550.G	NA	NA	NA	NA	NA	NA
Pa_5_11540.G	4253135	4251308	1	1	ERR2224050	100
Pa_5_11535.G	NA	NA	NA	NA	NA	NA
Pa_5_11530.G	4261120;4261105	4256902;4256984	2	2	SRR3197700;SRR3197701	10
Pa_5_11520.G	NA	NA	NA	NA	NA	NA
Pa_5_11510.G	4268146;4268099;4268067;4268058;4268077	4266523;4266523;4266502;4266520;4266508	5	4	ERR2224050;SRR3197701;SRR6960209;SRR6960213;SRR6960219	100
Pa_5_11505.G	NA	NA	NA	NA	NA	NA
Pa_5_11503.G	4270623;4270623;4270623	4269207;4269287;4269251	1	3	SRR6960214;SRR6960217;SRR6960222	50
Pa_5_11502.G	4270930	4271838	1	1	SRR6960225	100
Pa_5_11490.G	4275329;4275215	4277369;4277368	2	2	SRR3197710;SRR3197711	100
Pa_5_11480.G	4279318;4279199;4279185;4279179	4277780;4277779;4278395;4278480	4	4	SRR6960211;SRR6960214;SRR6960216;SRR6960222	1000
Pa_5_11470.G	4281956	4283611	1	1	SRR6960219	250
Pa_5_11460.G	NA	NA	NA	NA	NA	NA
Pa_5_11450.G	4289108;4289071	4286815;4286896	2	2	SRR3197710;SRR6960217	100
Pa_5_11440.G	4289423;4289387;4289399;4289458	4290902;4290833;4290822;4290809	4	4	SRR3197700;SRR3197709;SRR3197711;SRR6960222	100
Pa_5_11430.G	NA	NA	NA	NA	NA	NA
Pa_5_11420.G	4295703	4292482	1	1	ERR2224051	250
Pa_5_11410.G	4296230;4296298;4296261;4296212	4297900;4297969;4297874;4297910	4	4	ERR2224048;ERR2224050;ERR2224051;SRR3197708	10
Pa_5_11400.G	4305167;4305196	4301466;4301392	2	2	ERR2224050;ERR2224051	250
Pa_5_11390.G	4305385;4305397;4305394;4305389;4305407;4305407	4307182;4307198;4307172;4307191;4307205;4307191	5	5	SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR6960217;SRR6960222	100
Pa_5_11380.G	4308877	4307724	1	1	ERR2224048	10
Pa_5_11370.G	NA	NA	NA	NA	NA	NA
Pa_5_11368.G	4313895	4312712	1	1	SRR6960217	25
Pa_5_11365.G	NA	NA	NA	NA	NA	NA
Pa_5_11360.G	NA	NA	NA	NA	NA	NA
Pa_5_11350.G	NA	NA	NA	NA	NA	NA
Pa_5_11340.G	4324339;4324325	4322755;4322783	2	2	ERR2224049;ERR2224050	25
Pa_5_11330.G	4324792;4324788	4326742;4326849	2	2	ERR2224051;SRR6960219	100
Pa_5_11310.G	NA	NA	NA	NA	NA	NA
Pa_5_11300.G	NA	NA	NA	NA	NA	NA
Pa_5_11295.G	4337850	4337248	1	1	SRR3197700	50
Pa_5_11290.G	4340490;4340471	4339014;4339014	2	1	SRR6960212;SRR6960225	2500
Pa_5_11280.G	NA	NA	NA	NA	NA	NA
Pa_5_11270.G	NA	NA	NA	NA	NA	NA
Pa_5_11260.G	NA	NA	NA	NA	NA	NA
Pa_5_11250.G	NA	NA	NA	NA	NA	NA
Pa_5_11240.G	4355654	4354198	1	1	SRR6960221	10
Pa_5_11230.G	NA	NA	NA	NA	NA	NA
Pa_5_11220.G	4363874;4363978;4364062	4359913;4359915;4359910	3	3	SRR6960214;SRR6960217;SRR6960222	100
Pa_5_11210.G	4364613;4364617	4366040;4365982	2	2	SRR6960217;SRR6960222	10000
Pa_5_11200.G	NA	NA	NA	NA	NA	NA
Pa_5_11195.G	4371313;4371360;4371338	4371942;4371942;4371941	3	2	SRR6960214;SRR6960216;SRR6960217	750
Pa_5_11190.G	4373948;4373980	4372073;4372087	2	2	SRR6960220;SRR6960222	750
Pa_5_11180.G	4374554;4374420	4380076;4380079	2	2	SRR6960217;SRR6960222	250
Pa_5_11170.G	4382799	4379960	1	1	SRR6960209	750
Pa_5_11160.G	NA	NA	NA	NA	NA	NA
Pa_5_11150.G	4388622	4391466	1	1	ERR2224050	100
Pa_5_11140.G	4391923	4394643	1	1	SRR6960211	10
Pa_5_11130.G	4395788	4397474	1	1	SRR3197710	750
Pa_5_11120.G	4397642	4399282	1	1	ERR2224048	50
Pa_5_11118.G	4400058;4399971;4400028;4399953;4399949;4399949;4400247;4400313	4399159;4399127;4399397;4399222;4399393;4399335;4399397;4399393	7	6	ERR2224047;SRR3197702;SRR6960209;SRR6960211;SRR6960213;SRR6960218;SRR6960219;SRR6960221	10
Pa_5_11117.G	NA	NA	NA	NA	NA	NA
Pa_5_11116.G	NA	NA	NA	NA	NA	NA
Pa_5_11114.G	NA	NA	NA	NA	NA	NA
Pa_5_11115.G	NA	NA	NA	NA	NA	NA
Pa_5_11113.G	NA	NA	NA	NA	NA	NA
Pa_5_11110.G	4418858	4421358	1	1	SRR6960225	50
Pa_5_11100.G	NA	NA	NA	NA	NA	NA
Pa_5_11090.G	NA	NA	NA	NA	NA	NA
Pa_5_11080.G	NA	NA	NA	NA	NA	NA
Pa_5_11070.G	4426555;4426569	4427763;4427757	2	2	SRR3197704;SRR3197709	50
Pa_5_11060.G	NA	NA	NA	NA	NA	NA
Pa_5_11050.G	4431911	4429995	1	1	SRR3197703	10
Pa_5_11040.G	NA	NA	NA	NA	NA	NA
Pa_5_11030.G	NA	NA	NA	NA	NA	NA
Pa_5_11020.G	NA	NA	NA	NA	NA	NA
Pa_5_11015.G	4441334	4443195	1	1	SRR3197711	100
Pa_5_11010.G	NA	NA	NA	NA	NA	NA
Pa_5_11000.G	NA	NA	NA	NA	NA	NA
Pa_5_10990.G	4457339;4457272;4457309;4457356;4457343;4457343;4457305	4454669;4454689;4454649;4454687;4454652;4454663;4454634	6	7	SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR6960217;SRR6960222;SRR6960223	25
Pa_5_10980.G	4459096;4459123;4459096	4458393;4458369;4458411	2	3	SRR6960207;SRR6960209;SRR6960218	250
Pa_5_10970.G	NA	NA	NA	NA	NA	NA
Pa_5_10960.G	4463007;4463007;4463024	4462096;4462074;4462069	2	3	SRR3197702;SRR3197703;SRR6960212	10
Pa_5_10957.G	4465470	4463448	1	1	SRR3197710	25
Pa_5_10950.G	4466211;4465873;4466244;4466023	4468173;4468088;4468190;4468212	4	4	SRR3197705;SRR6960217;SRR6960219;SRR6960221	1
Pa_5_10945.G	NA	NA	NA	NA	NA	NA
Pa_5_10935.G	4471997	4472594	1	1	ERR2224046	50
Pa_5_10930.G	NA	NA	NA	NA	NA	NA
Pa_5_10925.G	NA	NA	NA	NA	NA	NA
Pa_5_10920.G	NA	NA	NA	NA	NA	NA
Pa_5_10910.G	NA	NA	NA	NA	NA	NA
Pa_5_10900.G	NA	NA	NA	NA	NA	NA
Pa_5_10890.G	NA	NA	NA	NA	NA	NA
Pa_5_10880.G	4499594;4499674	4496335;4496412	2	2	SRR6960209;SRR6960221	10
Pa_5_10870.G	NA	NA	NA	NA	NA	NA
Pa_5_10860.G	NA	NA	NA	NA	NA	NA
Pa_5_10850.G	4505255	4506188	1	1	ERR2224048	100
Pa_5_10845.G	NA	NA	NA	NA	NA	NA
Pa_5_10840.G	NA	NA	NA	NA	NA	NA
Pa_5_10838.G	NA	NA	NA	NA	NA	NA
Pa_5_10835.G	4514720;4514851;4514056;4514768	4516849;4516857;4516806;4516861	4	4	SRR3197704;SRR3197705;SRR3197710;SRR6960209	1
Pa_5_10830.G	NA	NA	NA	NA	NA	NA
Pa_5_10820.G	NA	NA	NA	NA	NA	NA
Pa_5_10810.G	NA	NA	NA	NA	NA	NA
Pa_5_10805.G	NA	NA	NA	NA	NA	NA
Pa_5_10800.G	NA	NA	NA	NA	NA	NA
Pa_5_10790.G	NA	NA	NA	NA	NA	NA
Pa_5_10780.G	NA	NA	NA	NA	NA	NA
Pa_5_10775.G	4547368	4547942	1	1	ERR2224048	10
Pa_5_10770.G	NA	NA	NA	NA	NA	NA
Pa_5_10760.G	4552351	4551382	1	1	SRR6960225	10000
Pa_5_10750.G	4554665	4553744	1	1	SRR6960207	500
Pa_5_10745.G	NA	NA	NA	NA	NA	NA
Pa_5_10740.G	NA	NA	NA	NA	NA	NA
Pa_5_10730.G	4557857;4557898	4559840;4559766	2	2	SRR3197704;SRR6960219	25
Pa_5_10720.G	NA	NA	NA	NA	NA	NA
Pa_5_10715.G	4562564	4562018	1	1	SRR6960220	1
Pa_5_10710.G	4566554;4566510	4564612;4564616	2	2	SRR6960217;SRR6960222	10
Pa_5_10700.G	4571003	4569166	1	1	SRR6960214	10
Pa_5_10690.G	NA	NA	NA	NA	NA	NA
Pa_5_10680.G	NA	NA	NA	NA	NA	NA
Pa_5_10670.G	NA	NA	NA	NA	NA	NA
Pa_5_10660.G	NA	NA	NA	NA	NA	NA
Pa_5_10650.G	NA	NA	NA	NA	NA	NA
Pa_5_10640.G	NA	NA	NA	NA	NA	NA
Pa_5_10630.G	NA	NA	NA	NA	NA	NA
Pa_5_10620.G	NA	NA	NA	NA	NA	NA
Pa_5_10615.G	NA	NA	NA	NA	NA	NA
Pa_5_10613.G	NA	NA	NA	NA	NA	NA
Pa_5_10610.G	4602537	4600388	1	1	SRR6960222	25
Pa_5_10590.G	4606141	4602673	1	1	ERR2224047	50
Pa_5_10570.G	NA	NA	NA	NA	NA	NA
Pa_5_10565.G	NA	NA	NA	NA	NA	NA
Pa_5_10560.G	NA	NA	NA	NA	NA	NA
Pa_5_10550.G	4614461	4616014	1	1	SRR3197704	250
Pa_5_10540.G	4616973	4617906	1	1	ERR2224048	250
Pa_5_10537.G	NA	NA	NA	NA	NA	NA
Pa_5_10533.G	NA	NA	NA	NA	NA	NA
Pa_5_10532.G	NA	NA	NA	NA	NA	NA
Pa_5_10530.G	4623944	4625707	1	1	SRR6960208	250
Pa_5_10520.G	NA	NA	NA	NA	NA	NA
Pa_5_10500.G	4638715;4638735	4639872;4639982	2	2	ERR2224051;SRR3197702	100
Pa_5_10490.G	4640719	4642845	1	1	SRR3197709	75
Pa_5_10480.G	NA	NA	NA	NA	NA	NA
Pa_5_10470.G	NA	NA	NA	NA	NA	NA
Pa_5_10450.G	NA	NA	NA	NA	NA	NA
Pa_5_10440.G	4659499	4657781	1	1	ERR2224047	100
Pa_5_10430.G	4660777	4662820	1	1	SRR6960216	50
Pa_5_10420.G	4663205	4664377	1	1	ERR2224051	7500
Pa_5_10410.G	4665221	4666706	1	1	SRR6960209	750
Pa_5_10403.G	4674240	4672711	1	1	ERR2224048	100
Pa_5_10400.G	4680022	4674491	1	1	ERR2224048	25
Pa_5_10390.G	NA	NA	NA	NA	NA	NA
Pa_5_10380.G	NA	NA	NA	NA	NA	NA
Pa_5_10360.G	NA	NA	NA	NA	NA	NA
Pa_5_10350.G	NA	NA	NA	NA	NA	NA
Pa_5_10340.G	4699228	4698255	1	1	SRR3197711	10
Pa_5_10335.G	4702523	4700512	1	1	SRR6960214	100
Pa_5_10330.G	4702586	4704197	1	1	SRR3197702	25
Pa_5_10320.G	4704348	4707500	1	1	ERR2224050	50
Pa_5_10310.G	NA	NA	NA	NA	NA	NA
Pa_5_10300.G	4712262	4711087	1	1	SRR3197705	50
Pa_5_10290.G	4717277;4717254;4717240	4715762;4715712;4715714	3	3	SRR6960216;SRR6960217;SRR6960222	75
Pa_5_10260.G	4721032;4720845	4722044;4722150	2	2	ERR2224050;ERR2224051	1000
Pa_5_10250.G	NA	NA	NA	NA	NA	NA
Pa_5_10247.G	4725827;4725794;4725792	4724758;4724762;4724755	3	3	SRR6960214;SRR6960217;SRR6960222	10
Pa_5_10244.G	NA	NA	NA	NA	NA	NA
Pa_5_10240.G	4728742;4728820	4730711;4730733	2	2	SRR6960219;SRR6960221	25
Pa_6_11200.G	17338;17288	13054;13120	2	2	ERR2224047;SRR6960225	100
Pa_6_11210.G	17703;17647	20504;20485	2	2	SRR6960208;SRR6960212	75
Pa_6_11220.G	21816	22959	1	1	SRR6960217	10
Pa_6_11230.G	NA	NA	NA	NA	NA	NA
Pa_6_11240.G	33838;33751;33765	36646;36631;36652	3	3	SRR6960213;SRR6960219;SRR6960221	1000
Pa_6_11250.G	38849	36615	1	1	SRR6960217	75
Pa_6_11260.G	NA	NA	NA	NA	NA	NA
Pa_6_11270.G	NA	NA	NA	NA	NA	NA
Pa_6_11280.G	47084	43514	1	1	SRR6960215	10
Pa_6_11290.G	52500;52573;52337;52597;53081;52395;52976	50052;50017;49990;50008;50021;50034;49980	7	7	ERR2224047;SRR6960213;SRR6960215;SRR6960216;SRR6960217;SRR6960218;SRR6960221	25
Pa_6_11300.G	54635	53417	1	1	SRR6960213	100
Pa_6_11310.G	56737	55215	1	1	ERR2224046	50
Pa_6_11320.G	NA	NA	NA	NA	NA	NA
Pa_6_11330.G	63138	61336	1	1	ERR2224050	25
Pa_6_11340.G	63543;63778;63759;63583;63824;63663;63818;63612	65976;65967;65991;65992;65986;66020;65990;65991	8	7	SRR3197700;SRR3197701;SRR3197710;SRR6960213;SRR6960217;SRR6960218;SRR6960219;SRR6960225	25
Pa_6_11350.G	65994	69660	1	1	ERR2224048	25
Pa_6_11360.G	NA	NA	NA	NA	NA	NA
Pa_6_11370.G	74120	73015	1	1	SRR6960225	2500
Pa_6_11375.G	NA	NA	NA	NA	NA	NA
Pa_6_11380.G	NA	NA	NA	NA	NA	NA
Pa_6_11385.G	NA	NA	NA	NA	NA	NA
Pa_6_11390.G	81366	78867	1	1	ERR2224050	100
Pa_6_11400.G	NA	NA	NA	NA	NA	NA
Pa_6_11410.G	NA	NA	NA	NA	NA	NA
Pa_6_11420.G	90930	91750	1	1	ERR2224051	250
Pa_6_11430.G	93147	97583	1	1	ERR2224051	100
Pa_6_11440.G	99232	97520	1	1	SRR3197710	250
Pa_6_11450.G	100004	104439	1	1	ERR2224048	100
Pa_6_11460.G	NA	NA	NA	NA	NA	NA
Pa_6_11465.G	108389	107516	1	1	SRR6960211	75
Pa_6_11470.G	110473;110467	111702;111779	2	2	SRR6960217;SRR6960222	50
Pa_6_11480.G	NA	NA	NA	NA	NA	NA
Pa_6_11490.G	119717	117419	1	1	SRR6960219	250
Pa_6_11500.G	121682	120396	1	1	SRR6960216	10
Pa_6_11510.G	124378;124386;124073	122156;122188;122178	3	3	SRR6960213;SRR6960218;SRR6960221	25
Pa_6_11520.G	124824	125408	1	1	SRR6960221	7500
Pa_6_11560.G	131180;131116;131257;131089	128628;128562;128608;128581	4	4	ERR2224046;SRR3197700;SRR3197703;SRR6960214	25
Pa_6_11570.G	135571;135567;135582;135594;135582;135555;135590	133235;133259;133250;133214;133253;133251;133236	6	7	SRR3197704;SRR3197705;SRR3197708;SRR3197710;SRR6960218;SRR6960219;SRR6960221	25
Pa_6_11580.G	136296;136409	138867;138813	2	2	ERR2224048;SRR3197702	25
Pa_6_11590.G	139456;139349	140293;140464	2	2	SRR3197710;SRR3197711	100
Pa_6_11600.G	142581	140488	1	1	ERR2224047	100
Pa_6_11610.G	143335	144720	1	1	SRR3197710	75
Pa_6_11620.G	146643;146598	144703;144674	2	2	ERR2224050;SRR3197701	100
Pa_6_11630.G	NA	NA	NA	NA	NA	NA
Pa_6_11640.G	153884;153724;153888;153934;153923;153917	151428;151461;151415;151441;151442;151520	6	6	SRR6960209;SRR6960216;SRR6960217;SRR6960219;SRR6960221;SRR6960222	10
Pa_6_11650.G	154828;154466;154835;154387	159403;159403;159403;159407	4	2	SRR3197702;SRR3197704;SRR3197708;SRR3197709	100
Pa_6_11660.G	160497;160423;160541;160522;160500	159376;159285;159382;159268;159268	5	4	SRR6960214;SRR6960216;SRR6960217;SRR6960220;SRR6960222	25
Pa_6_11670.G	162539	160545	1	1	ERR2224051	100
Pa_6_11680.G	164602;164572	162827;162816	2	2	SRR6960209;SRR6960219	500
Pa_6_11690.G	NA	NA	NA	NA	NA	NA
Pa_6_11700.G	171170;171278	169764;169754	2	2	SRR3197710;SRR6960217	75
Pa_6_11710.G	174502	171519	1	1	SRR3197710	1000
Pa_6_11720.G	175983	177679	1	1	ERR2224050	250
Pa_6_11730.G	NA	NA	NA	NA	NA	NA
Pa_6_11740.G	180014;180923;180851	184852;184835;184835	3	2	SRR3197710;SRR6960212;SRR6960214	100
Pa_6_11750.G	NA	NA	NA	NA	NA	NA
Pa_6_11760.G	187852	189323	1	1	SRR6960217	25
Pa_6_11770.G	193740;193732;193782;193743;193674;193710;193719;193716	190278;190280;190303;190245;190292;190277;190273;190292	8	7	ERR2224046;ERR2224048;ERR2224050;SRR3197710;SRR6960209;SRR6960217;SRR6960219;SRR6960222	50
Pa_6_11780.G	195456	193865	1	1	ERR2224051	250
Pa_6_11790.G	196704;196730;196715	195729;195657;195726	3	3	SRR6960209;SRR6960213;SRR6960218	500
Pa_6_11800.G	NA	NA	NA	NA	NA	NA
Pa_6_11810.G	NA	NA	NA	NA	NA	NA
Pa_6_11820.G	202955	200675	1	1	SRR6960225	75
Pa_6_11830.G	203131;203113;203138	205711;205727;205797	3	3	ERR2224048;ERR2224050;SRR6960217	25
Pa_6_11840.G	NA	NA	NA	NA	NA	NA
Pa_6_11850.G	207843	207081	1	1	ERR2224050	750
Pa_6_11860.G	208823	212079	1	1	ERR2224051	250
Pa_6_11865.G	213689	212229	1	1	SRR6960222	10
Pa_6_3690.G	264380	267261	1	1	SRR6960215	50
Pa_6_3700.G	269504;269494	266923;266874	2	2	SRR3197709;SRR6960222	25
Pa_6_3705.G	271048;271031;271041;271034	269891;269829;269782;269833	4	4	SRR6960209;SRR6960213;SRR6960217;SRR6960221	25
Pa_6_3710.G	NA	NA	NA	NA	NA	NA
Pa_6_3720.G	NA	NA	NA	NA	NA	NA
Pa_6_3730.G	275446	273647	1	1	SRR6960222	10
Pa_6_3740.G	281482	277705	1	1	ERR2224048	25
Pa_6_3750.G	282443;282296;282297;282452	284435;284441;284488;284478	4	4	SRR3197704;SRR3197709;SRR3197710;SRR3197711	10
Pa_6_3760.G	284923	287530	1	1	SRR3197710	100
Pa_6_3770.G	293204	295074	1	1	SRR3197702	100
Pa_6_3780.G	296619	295439	1	1	SRR3197710	50
Pa_6_3790.G	298509;298489	296982;296998	2	2	ERR2224051;SRR6960217	50
